external_id	source_type	trait	source_url	population	category	sample_size	notes
ENIGMA_GarciaMarin2023.Thalamus	direct_url	Thalamus volume		European/mixed	Neuroimaging	73800	genome_build=GRCh37; source=ENIGMA restricted URL; restricted_url=true; request_url=https://enigma.ini.usc.edu/; file_name=Thalamus_QCed.tab.gz; publication=GarciaMarin ENIGMA ICV subcortical; phenotype_description=ENIGMA thalamus volume QCed GWAS.
ENIGMA_GarciaMarin2023.ventralDC	direct_url	Ventral diencephalon volume		European/mixed	Neuroimaging	73800	genome_build=GRCh37; source=ENIGMA restricted URL; restricted_url=true; request_url=https://enigma.ini.usc.edu/; file_name=ventralDC_QCed.tab.gz; publication=GarciaMarin ENIGMA ICV subcortical; phenotype_description=ENIGMA ventral diencephalon volume QCed GWAS.
GCST90671940	direct_url	Migraine	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90671001-GCST90672000/GCST90671940/GCST90671940.tsv.gz	European	Neurological	341050	genome_build=GRCh37; source=GWAS Catalog; file_name=GCST90671940.tsv.gz; pubmed=35115687; publication=Hautakangas et al. 2022 Nat Genet; cases=10881; controls=330169; phenotype_description=UK Biobank self-reported migraine GWAS included in Hautakangas et al. 2022 migraine meta-analysis.
GCST90013420	direct_url	Ambidextrousness	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90013001-GCST90014000/GCST90013420/GCST90013420_buildGRCh37.tsv	European	Neurological/Behavioral	190460	genome_build=GRCh37; source=GWAS Catalog; file_name=GCST90013420_buildGRCh37.tsv; pubmed=32989287; publication=Cuellar-Partida et al. 2020 Nat Hum Behav; phenotype_description=Ambidextrousness GWAS from the UK Biobank handedness study.
GCST90013421	direct_url	Left-handedness	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90013001-GCST90014000/GCST90013421/GCST90013421_buildGRCh38.tsv	European	Neurological/Behavioral	1766671	genome_build=GRCh38; source=GWAS Catalog; file_name=GCST90013421_buildGRCh38.tsv; pubmed=32989287; publication=Cuellar-Partida et al. 2020 Nat Hum Behav; match_strategy=rsid_allele_fallback; phenotype_description=Left-handedness GWAS from the UK Biobank handedness study. GWAS Catalog metadata marks this file as GRCh38, so the external-GWAS importer should use rsID+allele fallback when Pan-UKBB GRCh37 coordinate matching fails.
GCST90444391	gwas_catalog	Occupational creativity	https://doi.org/10.1038/s42003-024-06686-5	European	Behavioral	125803	genome_build=GRCh37; source=GWAS Catalog; file_name=GCST90444391.tsv; pubmed=39237691; publication=Li et al. 2024 Communications Biology; cases=67848; controls=57955; replication_cases=14871; replication_controls=12104; phenotype_description=Occupational creativity GWAS from UK Biobank discovery sample.
GCST90444392	gwas_catalog	Artistic occupational creativity	https://doi.org/10.1038/s42003-024-06686-5	European	Behavioral	64580	genome_build=GRCh37; source=GWAS Catalog; file_name=GCST90444392.tsv; pubmed=39237691; publication=Li et al. 2024 Communications Biology; cases=6625; controls=57955; replication_cases=903; replication_controls=12104; phenotype_description=Artistic occupational creativity GWAS from UK Biobank discovery sample.
GCST90444393	gwas_catalog	Scientific occupational creativity	https://doi.org/10.1038/s42003-024-06686-5	European	Behavioral	76180	genome_build=GRCh37; source=GWAS Catalog; file_name=GCST90444393.tsv; pubmed=39237691; publication=Li et al. 2024 Communications Biology; cases=18225; controls=57955; replication_cases=4866; replication_controls=12104; phenotype_description=Scientific occupational creativity GWAS from UK Biobank discovery sample.
GCST90444394	gwas_catalog	Managerial occupational creativity	https://doi.org/10.1038/s42003-024-06686-5	European	Behavioral	100953	genome_build=GRCh37; source=GWAS Catalog; file_name=GCST90444394.tsv; pubmed=39237691; publication=Li et al. 2024 Communications Biology; cases=42998; controls=57955; replication_cases=9102; replication_controls=12104; phenotype_description=Managerial occupational creativity GWAS from UK Biobank discovery sample.
GCST90444395	gwas_catalog	Creative achievement	https://doi.org/10.1038/s42003-024-06686-5	European	Behavioral	219473	genome_build=GRCh37; source=GWAS Catalog; file_name=GCST90444395.tsv; pubmed=39237691; publication=Li et al. 2024 Communications Biology; phenotype_description=Creative achievement GWAS from UK Biobank discovery sample.
voice_pitch_gisladottir_2022	direct_url	Voice pitch median fundamental frequency during reading	https://zenodo.org/api/records/7156809/files/voicepitch2022.gz/content	European/Icelandic	Behavioral	12901	genome_build=GRCh38; source=Zenodo record 7156809; DOI=10.5281/zenodo.7156809; file_name=voicepitch2022.gz; publication=Gisladottir et al. 2023 Science Advances; pubmed=37294764; match_strategy=rsid_allele_fallback; phenotype_description=GWAS of voice pitch, median F0 in a reading task, in Icelandic participants.
GCST90446162	direct_url	CAMSIS occupational score	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90446001-GCST90447000/GCST90446162/GCST90446162.tsv	European	Cognition/SES	273157	genome_build=GRCh38; source=GWAS Catalog; file_name=GCST90446162.tsv; pubmed=39715877; publication=Akimova et al. 2025 Nature Human Behaviour; match_strategy=rsid_allele_fallback; phenotype_description=CAMSIS occupational score GWAS in British ancestry UK Biobank participants.
SSGAC.EA4_additive_excl_23andMe	direct_url	Educational attainment		European	Cognition/SES	765282	genome_build=GRCh37; source=SSGAC restricted URL/local file; restricted_url=true; request_url=https://www.thessgac.org/data; file_name=EA4_additive_excl_23andMe.txt.gz; publication=Okbay et al. 2022 Nature Genetics; pubmed=35361970; phenotype_description=Educational attainment EA4 additive GWAS excluding 23andMe.
